VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;30;4;40;199004;1;САНКТ-ПЕТЕРБУРГ;9-ая линия ВО, 60;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"САНКТ-ПЕТЕРБУРГСКИЙ Ф БАНКА""ВО";044030801;;;00;;;;1439/57;;30.06.2018;;30101810200000000801;;;;
;;20;4;45;123007;1;МОСКВА;1-я Магистральная улица, д. 13;044525000;"ООО ""АТБ"" БАНК";"ООО ""АТБ"" БАНК";044525097;;;00;;;;2776;;30.06.2018;;30101810145250000097;;;;
;;20;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;ул Итальянская, 15;044030001;"АО ""ГОРБАНК""";"АО ""ГОРБАНК""";044030814;;;00;;;;2982;;30.06.2018;;30101810200000000814;;;;
;;20;4;40;195220;1;САНКТ-ПЕТЕРБУРГ;ул Гжатская, 21-2 лит А;044030001;"АО БАНК ""ОБЪЕДИНЕННЫЙ КАПИТАЛ""";"АО БАНК ""ОБЪЕДИНЕННЫЙ КАПИТАЛ""";044030826;;;00;;;;2611;;30.06.2018;;30101810900000000826;;;;
;;30;4;40;191124;1;САНКТ-ПЕТЕРБУРГ;ул Лафонская, 3 лит А;044030001;"Ф-Л БАНКА ГПБ (АО) ""СЕВЕРО-ЗАПАДНЫЙ""";"Ф-Л БАНКА ГПБ (АО) ""СЕВЕРО-ЗАП";044030827;;;00;;;;354/13;;30.06.2018;;30101810200000000827;;;;
;;90;4;40;197374;1;САНКТ-ПЕТЕРБУРГ;ул. Савушкина, 126 лит Б, пом.;044030001;"БАНК ""ПРАЙМ ФИНАНС"" (АО)";"БАНК ""ПРАЙМ ФИНАНС"" (АО)";044030845;;;00;;;;2758;;30.06.2018;;30101810800000000845;;;;
;;20;4;45;123557;1;МОСКВА;Электрический пер, 3/10, стр 1;044525000;"АО НКО ""МОСКЛИРИНГЦЕНТР""";"АО НКО ""МОСКЛИРИНГЦЕНТР""";044525133;;;00;;;;3314-К;;30.06.2018;;30103810845250000133;;;;
;;20;4;40;191123;1;САНКТ-ПЕТЕРБУРГ;ул Шпалерная, 42;044030001;"АО БАНК ""ПСКБ""";"АО БАНК ""ПСКБ""";044030852;;;00;;;;2551;;30.06.2018;;30101810000000000852;;;;
;;30;4;40;191025;1;САНКТ-ПЕТЕРБУРГ;наб р.Фонтанки, 48/2;044030001;ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ЮНИКРЕ;044030858;;;00;;;;1/1;;30.06.2018;;30101810800000000858;;;;
;;20;4;40;191124;1;САНКТ-ПЕТЕРБУРГ;пл Растрелли, 2 лит А;044030001;"АО ""АБ ""РОССИЯ""";"АО ""АБ ""РОССИЯ""";044030861;;;00;;;;328;;30.06.2018;;30101810800000000861;;;;
;;20;4;40;191002;1;САНКТ-ПЕТЕРБУРГ;Владимирский пр-т, 17;044030001;"АО ""КАБ ""ВИКИНГ""";"АО ""КАБ ""ВИКИНГ""";044030869;;;00;;;;2;;30.06.2018;;30101810200000000869;;;;
;;20;4;45;119180;1;МОСКВА;ул Б. Полянка, 50/1, стр 1;044525000;"АО АКБ ""НОВИКОМБАНК""";"АО АКБ ""НОВИКОМБАНК""";044525162;;;00;;;;2546;;30.06.2018;;30101810245250000162;;;;
;;20;4;40;191123;1;САНКТ-ПЕТЕРБУРГ;ул Радищева, 39;044030001;ТАВРИЧЕСКИЙ БАНК (АО);ТАВРИЧЕСКИЙ БАНК (АО);044030877;;;00;;;;2304;;30.06.2018;;30101810700000000877;;;;
;;20;4;40;191144;1;САНКТ-ПЕТЕРБУРГ;Дегтярный переулок, д. 11, лит;044030001;КРЕДИ АГРИКОЛЬ КИБ АО;КРЕДИ АГРИКОЛЬ КИБ АО;044030882;;;00;;;;1680;;30.06.2018;;30101810300000000882;;;;
;;20;4;40;197376;1;САНКТ-ПЕТЕРБУРГ;ул Профессора Попова, 23;044030001;ЭКСИ-БАНК (АО);ЭКСИ-БАНК (АО);044030889;;;00;;;;2530;;30.06.2018;;30101810400000000889;;;;
;;30;4;40;197198;1;САНКТ-ПЕТЕРБУРГ;пр-т Добролюбова, 16-2 лит А;044030001;"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""МТС-БАНК""";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""МТ";044030893;;;00;;;;2268/2;;30.06.2018;;30101810700000000893;;;;
;;40;0;40;193168;1;САНКТ-ПЕТЕРБУРГ;Дальневосточный пр-т, 28/10;;ПУ БАНКА РОССИИ НАБЕРЕЖНОЕ;ПУ БАНКА РОССИИ НАБЕРЕЖНОЕ;044080002;;;00;;;;;;30.06.2018;;;;;;
;;10;0;41;188300;1;ГАТЧИНА;пр-т 25 Октября, 12;;РКЦ ГАТЧИНА;РКЦ ГАТЧИНА;044102000;;;00;;;;;;30.06.2018;;;;;;
;;12;0;41;195273;1;САНКТ-ПЕТЕРБУРГ;Шафировский пр-т, 4;;ОТДЕЛЕНИЕ ЛЕНИНГРАДСКОЕ;ОТДЕЛЕНИЕ ЛЕНИНГРАДСКОЕ;044106001;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;127006;1;МОСКВА;ул Долгоруковская, 38, стр 1;044525000;"ПАО ""БЕСТ ЭФФОРТС БАНК""";"ПАО ""БЕСТ ЭФФОРТС БАНК""";044525186;;;00;;;;435;;30.06.2018;;30101810400000000186;;;;
;;20;4;40;195009;1;САНКТ-ПЕТЕРБУРГ;ул Михайлова, 11;044030001;"АО ""СЭБ БАНК""";"АО ""СЭБ БАНК""";044030747;;;00;;;;3235;;30.06.2018;;30101810500000000747;;;;
;;40;0;41;188650;1;СЕРТОЛОВО;;;ПУ БАНКА РОССИИ СЕРТОЛОВСКОЕ;ПУ БАНКА РОССИИ СЕРТОЛОВСКОЕ;044125002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;42;398000;1;ЛИПЕЦК;пл Плеханова, 4;;ОТДЕЛЕНИЕ ЛИПЕЦК;ОТДЕЛЕНИЕ ЛИПЕЦК;044206001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;42;398910;1;ЛИПЕЦК;ул Первомайская, 2;044206001;ЛИПЕЦКОЕ ОТДЕЛЕНИЕ N8593 ПАО СБЕРБАНК;ЛИПЕЦКОЕ ОТДЕЛЕНИЕ N8593 ПАО С;044206604;;;00;;;;1481/782;;30.06.2018;;30101810800000000604;;;;
;;20;4;42;398050;1;ЛИПЕЦК;ул Интернациональная, 8;044206001;"ПАО ""ЛИПЕЦККОМБАНК""";"ПАО ""ЛИПЕЦККОМБАНК""";044206704;;;00;;;;1242;;30.06.2018;;30101810700000000704;;;;
;;20;4;45;107031;1;МОСКВА;Дмитровский пер, 7;044525000;"АО КБ ""ИС БАНК""";"АО КБ ""ИС БАНК""";044525349;;;00;;;;3175;;30.06.2018;;30101810945250000349;;;;
;;12;0;44;685000;1;МАГАДАН;ул Пушкина, 4;;ОТДЕЛЕНИЕ МАГАДАН;ОТДЕЛЕНИЕ МАГАДАН;044442001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;44;685000;1;МАГАДАН;ул Пушкина, 11/11;044442001;СЕВЕРО-ВОСТОЧНОЕ ОТДЕЛЕНИЕ N8645 ПАО СБЕРБАНК;СЕВЕРО-ВОСТОЧНОЕ ОТДЕЛЕНИЕ N86;044442607;;;00;;;;1481/787;;30.06.2018;;30101810300000000607;;;;
;;30;4;44;685000;1;МАГАДАН;ул Портовая, 3;044442001;"МАГАДАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"МАГАДАНСКИЙ Ф БАНКА""ВОЗРОЖДЕНИ";044442716;;;00;;;;1439/54;;30.06.2018;;30101810000000000716;;;;
;;30;4;96;364021;1;ГРОЗНЫЙ;пр-т Ахмата Кадырова, 3/25;049690001;"ЧЕЧЕНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ЧЕЧЕНСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗ";049690725;;;00;;;;1470/53;;30.06.2018;;30101810396900000725;;;;
;;30;4;71;628417;1;СУРГУТ;б-р Свободы, 12;047144000;Ф-Л БАНКА ГПБ (АО) В Г. СУРГУТЕ;Ф-Л БАНКА ГПБ (АО) В Г. СУРГУТ;047144721;;;00;;;;354/48;;30.06.2018;;30101810400000000721;;;;
;;30;4;07;355035;1;СТАВРОПОЛЬ;ул Ленина, 361;040702001;СТАВРОПОЛЬСКОЕ ОТДЕЛЕНИЕ N5230 ПАО СБЕРБАНК;СТАВРОПОЛЬСКОЕ ОТДЕЛЕНИЕ N5230;040702615;;;00;;;;1481/1426;;30.06.2018;;30101810907020000615;;;;
;;20;4;45;109240;1;МОСКВА;ул В. Радищевская, 18, стр 2;044525000;"ООО КБ ""ЭКО-ИНВЕСТ""";"ООО КБ ""ЭКО-ИНВЕСТ""";044525440;;;00;;;;3116;;30.06.2018;;30101810145250000440;;;;
;;10;0;40;195253;1;САНКТ-ПЕТЕРБУРГ;пр-т Энергетиков, 45;;МРХ СЕВЕРО-ЗАПАДНОГО ГУ БАНКА РОССИИ;МРХ СЕВЕРО-ЗАПАДНОГО ГУ БАНКА;044083000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;125196;1;МОСКВА;ул Бутырский Вал, 18, стр 2;044525000;"АО ""РОСКОСМОСБАНК""";"АО ""РОСКОСМОСБАНК""";044525904;;;00;;;;2989;;30.06.2018;;30101810200000000904;;;;
;;30;4;80;450077;1;УФА;ул Цюрупы, 74;048073001;"УФИМСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"УФИМСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ";048073907;;;00;;;;1470/36;;30.06.2018;;30101810280730000907;;;;
;;30;4;80;450077;1;УФА;ул Цюрупы, 79;048073001;"УФИМСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";"УФИМСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";048073902;;;00;;;;3073/5;;30.06.2018;;30101810780730000902;;;;
;;20;4;45;125047;1;МОСКВА;ул Гашека, 2, стр 1;044525000;"АКБ ""ТЕНДЕР-БАНК"" (АО)";"АКБ ""ТЕНДЕР-БАНК"" (АО)";044525131;;;00;;;;2252;;30.06.2018;;30101810645250000131;;;;
;;30;4;05;690001;1;ВЛАДИВОСТОК;ул Светланская, 143;040507001;"ПРИМОРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"ПРИМОРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯ";040507870;;;00;;;;1470/31;;30.06.2018;;30101810205070000870;;;;
;;20;4;45;115280;1;МОСКВА;ул. Ленинская Слобода, д. 19,;044525000;"ООО ""ПЕРВЫЙ КЛИЕНТСКИЙ БАНК""";"ООО ""ПЕРВЫЙ КЛИЕНТСКИЙ БАНК""";044525134;;;00;;;;3436;;30.06.2018;;30101810545250000134;;;;
;;20;4;45;127051;1;МОСКВА;Цветной б-р, 18;044525000;"АКБ ""АБСОЛЮТ БАНК"" (ПАО)";"АКБ ""АБСОЛЮТ БАНК"" (ПАО)";044525976;;;00;;;;2306;;30.06.2018;;30101810500000000976;;;;
;;20;4;45;125171;1;МОСКВА;Ленинградское шоссе, д.16А, ст;044525000;"АО ""ОТП БАНК""";"АО ""ОТП БАНК""";044525311;;;00;;;;2766;;30.06.2018;;30101810000000000311;;;;
;;30;4;45;129090;1;МОСКВА;ул Щепкина, 29;044525000;МОСКОВСКИЙ ФИЛИАЛ ТАВРИЧЕСКОГО БАНКА (АО);МОСКОВСКИЙ ФИЛИАЛ ТАВРИЧЕСКОГО;044525520;;;00;;;;2304/5;;30.06.2018;;30101810845250000520;;;;
;;20;4;45;109004;1;МОСКВА;ул Добровольческая, 20, стр 2;044525000;"АО ""НС БАНК""";"АО ""НС БАНК""";044525158;;;00;;;;3124;;30.06.2018;;30101810945250000158;;;;
;;20;4;45;127473;1;МОСКВА;1-й Волконский пер, 10;044525000;"АО ""ТЭМБР-БАНК""";"АО ""ТЭМБР-БАНК""";044525166;;;00;;;;2764;;30.06.2018;;30101810445250000166;;;;
;;20;4;45;125009;1;МОСКВА;ул Б. Никитская, 17, стр 2;044525000;"ООО КБ ""НЭКЛИС-БАНК""";"ООО КБ ""НЭКЛИС-БАНК""";044525679;;;00;;;;1671;;30.06.2018;;30101810945250000679;;;;
;;20;3;90;100001;1;ЦХИНВАЛ;ул Сталина, 20;049033001;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ ЮЖНАЯ ОСЕТИЯ;НАЦИОНАЛЬНЫЙ БАНК РЕСПУБЛИКИ Ю;049033199;;;00;;;;;;30.06.2018;;30111810990330000199;;;;
;;90;4;45;127106;1;МОСКВА;ул Гостиничная, 4-9;044525000;"ЛИКВИДАЦИОННАЯ КОМИССИЯ АКБ ""НБВК"" (АО)";"ЛИКВИДАЦИОННАЯ КОМИССИЯ АКБ ""Н";044525573;;;00;;;;3214;;30.06.2018;;30101810245250000573;;;;
;;20;4;45;123100;1;МОСКВА;Пресненская наб. 12;044525000;БАНК ВТБ (ПАО);БАНК ВТБ (ПАО);044525187;;;00;;;;1000;;30.06.2018;;30101810700000000187;;;;
;;20;4;45;107078;1;МОСКВА;пр-т Академика Сахарова, 9;044525000;ВЭБ.РФ;ВЭБ.РФ;044525060;;;00;;;;964;;30.06.2018;;30101810500000000060;;;;
;;20;4;45;101000;1;МОСКВА;Петроверигский пер, 2;044525000;"АО ""БАНК ИНТЕЗА""";"АО ""БАНК ИНТЕЗА""";044525922;;;00;;;;2216;;30.06.2018;;30101810800000000922;;;;
;;20;4;45;107078;1;МОСКВА;ул Маши Порываевой, 34;044525000;ПАО РОСБАНК;ПАО РОСБАНК;044525256;;;00;;;;2272;;30.06.2018;;30101810000000000256;;;;
;;20;4;45;105005;1;МОСКВА;ул Бауманская, 54, стр 1;044525000;"ООО КБ ""СТОЛИЧНЫЙ КРЕДИТ""";"ООО КБ ""СТОЛИЧНЫЙ КРЕДИТ""";044525683;;;00;;;;2853;;30.06.2018;;30101810000000000683;;;;
;;20;4;45;117420;1;МОСКВА;ул  Намёткина, 16, к 1;044525000;БАНК ГПБ (АО);БАНК ГПБ (АО);044525823;;;00;;;;354;;30.06.2018;;30101810200000000823;;;;
;;20;4;45;125167;1;МОСКВА;Ленинградский пр-т, 39, стр 79;044525000;"РНКО ""ДЕНЬГИ.МЭЙЛ.РУ"" (ООО)";"РНКО ""ДЕНЬГИ.МЭЙЛ.РУ"" (ООО)";044525701;;;00;;;;3511-К;;30.06.2018;;30103810345250000701;;;;
;;20;4;45;105066;1;МОСКВА;ул. Новорязанская, д.31/7, кор;044525000;"ПАО АКБ ""СВЯЗЬ-БАНК""";"ПАО АКБ ""СВЯЗЬ-БАНК""";044525848;;;00;;;;1470;;30.06.2018;;30101810900000000848;;;;
;;20;4;92;420066;1;КАЗАНЬ;ул Солдатская, 1;049205001;"ООО КБЭР ""БАНК КАЗАНИ""";"ООО КБЭР ""БАНК КАЗАНИ""";049205844;;;00;;;;708;;30.06.2018;;30101810100000000844;;;;
;;30;4;45;125040;1;МОСКВА;ул Н. Масловка, 11-1;044525000;МОСКОВСКИЙ ФИЛИАЛ АКБ МКПБ (АО);МОСКОВСКИЙ ФИЛИАЛ АКБ МКПБ (АО;044525610;;;00;;;;2103/3;;30.06.2018;;30101810645250000610;;;;
;;20;4;45;115432;1;МОСКВА;пр-т Андропова, 18-1;044525000;"ПАО ""МТС-БАНК""";"ПАО ""МТС-БАНК""";044525232;;;00;;;;2268;;30.06.2018;;30101810600000000232;;;;
;;15;0;45;107016;1;МОСКВА 701;ул Неглинная, 12;;ФИНАНСОВЫЙ Д-Т БАНКА РОССИИ;ФИНАНСОВЫЙ Д-Т БАНКА РОССИИ;044536002;;;00;;;;;;30.06.2018;;;;;;
;;15;0;45;107016;1;МОСКВА 701;ул Неглинная, 12;;Д-Т БУХУЧЕТА И ОТЧЕТНОСТИ БАНКА РОССИИ;Д-Т БУХУЧЕТА И ОТЧЕТНОСТИ БАНК;044537002;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;125424;1;МОСКВА;Волоколамское ш, 73;044525000;"""СДМ-БАНК"" (ПАО)";"""СДМ-БАНК"" (ПАО)";044525685;;;00;;;;1637;;30.06.2018;;30101810845250000685;;;;
;;20;4;45;115184;1;МОСКВА;Старый Толмачёвский пер, 5;044525000;"ООО ""ИНБАНК""";"ООО ""ИНБАНК""";044525308;;;00;;;;1829;;30.06.2018;;30101810245250000308;;;;
;;30;4;80;450000;1;УФА;ул Кирова, 27;048073001;БАШКИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;БАШКИРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ;048073948;;;00;;;;1/11;;30.06.2018;;30101810980730000948;;;;
;;20;4;45;123112;1;МОСКВА;Пресненская наб, 10;044525000;"АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ""";"АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВ";044525632;;;00;;;;2618;;30.06.2018;;30101810445250000632;;;;
;;20;4;45;111024;1;МОСКВА;шоссе Энтузиастов, д. 17, стр.;044525000;"ООО МИБ ""ДАЛЕНА""";"ООО МИБ ""ДАЛЕНА""";044525371;;;00;;;;1948;;30.06.2018;;30101810845250000371;;;;
;;20;4;45;105066;1;МОСКВА;ул Спартаковская, 12;044525000;НКО АО НРД;НКО АО НРД;044525505;;;00;;;;3294;;30.06.2018;;30105810345250000505;;;;
;;30;4;45;123290;1;МОСКВА;1-й Магистральный туп, 5 А;044525000;"МОСКОВСКИЙ ФИЛИАЛ ООО КБ ""МЕГАПОЛИС""";"МОСКОВСКИЙ ФИЛИАЛ ООО КБ ""МЕГА";044525788;;;00;;;;3265/1;;30.06.2018;;30101810645250000788;;;;
;;20;4;45;127422;1;МОСКВА;ул Тимирязевская, 1;044525000;"ООО ""ПРОКОММЕРЦБАНК""";"ООО ""ПРОКОММЕРЦБАНК""";044525699;;;00;;;;2996;;30.06.2018;;30101810145250000699;;;;
;;20;4;45;119296;1;МОСКВА;Ломоносовский пр-т, 18;044525000;"КБ ""ССТБ"" (ООО)";"КБ ""ССТБ"" (ООО)";044525711;;;00;;;;3397;;30.06.2018;;30101810845250000711;;;;
;;20;4;45;115035;1;МОСКВА;ул Садовническая, 12, стр 1;044525000;"ПАО АКБ ""АВАНГАРД""";"ПАО АКБ ""АВАНГАРД""";044525201;;;00;;;;2879;;30.06.2018;;30101810000000000201;;;;
;;20;4;45;123112;1;МОСКВА;ул Тестовская, 10;044525000;"ООО КБ ""АРЕСБАНК""";"ООО КБ ""АРЕСБАНК""";044525229;;;00;;;;2914;;30.06.2018;;30101810845250000229;;;;
;;20;4;45;125367;1;МОСКВА;ул Габричевского, 5-9;044525000;"НКО ""ФИНЧЕР"" (ООО)";"НКО ""ФИНЧЕР"" (ООО)";044525324;;;00;;;;3486-К;;30.06.2018;;30103810845250000324;;;;
;;20;4;45;127473;1;МОСКВА;1-й Волконский пер, 13;044525000;"ООО ""УНИФОНДБАНК""";"ООО ""УНИФОНДБАНК""";044525488;;;00;;;;3416;;30.06.2018;;30101810945250000488;;;;
;;30;4;45;107258;1;МОСКВА;ул 1-я Бухвостова, 12/11-20;044525000;"Ф-Л БАНКА ""ТРАСТ"" (ПАО) В Г.МОСКВА";"Ф-Л БАНКА ""ТРАСТ"" (ПАО) В Г.МО";044525576;;;00;;;;3279/45;;30.06.2018;;30101810145250000576;;;;
;;20;4;45;127006;1;МОСКВА;Настасьинский пер, 7, стр 2;044525000;"АО ""БАНК ФИНАМ""";"АО ""БАНК ФИНАМ""";044525604;;;00;;;;2799;;30.06.2018;;30101810745250000604;;;;
;;20;4;45;105064;1;МОСКВА;Нижний Сусальный переулок, дом;044525000;"АО БАНК ""РАЗВИТИЕ-СТОЛИЦА""";"АО БАНК ""РАЗВИТИЕ-СТОЛИЦА""";044525984;;;00;;;;3013;;30.06.2018;;30101810000000000984;;;;
;;30;4;45;121151;1;МОСКВА;наб Тараса Шевченко, 23 А;044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО ""БЫСТРОБАНК""";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""БЫСТРОБ";044525089;;;00;;;;1745/6;;30.06.2018;;30101810645250000089;;;;
;;20;4;45;119049;1;МОСКВА;ул. Мытная, д. 1, стр.1, этаж;044525000;"АО ""МТИ БАНК""";"АО ""МТИ БАНК""";044525273;;;00;;;;1052;;30.06.2018;;30101810545250000273;;;;
;;20;4;45;115054;1;МОСКВА;ул М. Пионерская, 37, стр 1;044525000;"БАНК ""КУЗНЕЦКИЙ МОСТ"" АО";"БАНК ""КУЗНЕЦКИЙ МОСТ"" АО";044525625;;;00;;;;2254;;30.06.2018;;30101810245250000625;;;;
;;30;4;03;350047;1;КРАСНОДАР;ул Красных Партизан, 34;040349001;"КРАСНОДАРСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"КРАСНОДАРСКИЙ ФИЛИАЛ АБ ""РОССИ";040349788;;;00;;;;328/20;;30.06.2018;;30101810003490000788;;;;
;;30;4;45;107076;1;МОСКВА;ул. Краснобогатырская, д.89, с;044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО ""НЕВСКИЙ БАНК""";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""НЕВСКИЙ";044525579;;;00;;;;1068/2;;30.06.2018;;30101810045250000579;;;;
;;20;4;45;125047;1;МОСКВА;Миусская пл, 2;044525000;"АО ""НК БАНК""";"АО ""НК БАНК""";044525278;;;00;;;;2755;;30.06.2018;;30101810045250000278;;;;
;;20;4;45;142005;1;ДОМОДЕДОВО;ул Советская, 19;044525000;"АО МКБ ""ДОМ-БАНК""";"АО МКБ ""ДОМ-БАНК""";044525317;;;00;;;;3209;;30.06.2018;;30101810045250000317;;;;
;;20;4;45;127473;1;МОСКВА;ул Краснопролетарская, 36;044525000;ИНГ БАНК (ЕВРАЗИЯ) АО;ИНГ БАНК (ЕВРАЗИЯ) АО;044525222;;;00;;;;2495;;30.06.2018;;30101810500000000222;;;;
;;20;4;45;115093;1;МОСКВА;ул Дубининская, 86;044525000;"ПАО ""РОСДОРБАНК""";"ПАО ""РОСДОРБАНК""";044525666;;;00;;;;1573;;30.06.2018;;30101810945250000666;;;;
;;20;4;45;127422;1;МОСКВА;ул Тимирязевская, 26;044525000;"АКБ ""ИРС"" (АО)";"АКБ ""ИРС"" (АО)";044525544;;;00;;;;272;;30.06.2018;;30101810245250000544;;;;
;;20;4;45;119435;1;МОСКВА;Б. Саввинский пер, 2, стр 9;044525000;"АКБ ""ДЕРЖАВА"" ПАО";"АКБ ""ДЕРЖАВА"" ПАО";044525675;;;00;;;;2738;;30.06.2018;;30101810745250000675;;;;
;;20;4;45;117393;1;МОСКВА;ул. Павловская, д. 7, стр. 1;044525000;"НКО ""ЭПС"" (ООО)";"НКО ""ЭПС"" (ООО)";044525313;;;00;;;;3509-К;;30.06.2018;;30103810445250000313;;;;
;;20;4;45;125009;1;МОСКВА;Нижний Кисловский переулок, до;044525000;"КБ ""СИСТЕМА"" ООО";"КБ ""СИСТЕМА"" ООО";044525494;;;00;;;;2846;;30.06.2018;;30101810600000000494;;;;
;;20;4;45;109147;1;МОСКВА;ул Марксистская, 16;044525000;"""ЗИРААТ БАНК (МОСКВА)"" (АО)";"""ЗИРААТ БАНК (МОСКВА)"" (АО)";044525116;;;00;;;;2559;;30.06.2018;;30101810700000000116;;;;
;;20;4;45;127055;1;МОСКВА;ул Палиха, 10, стр 7;044525000;ЦМРБАНК (ООО);ЦМРБАНК (ООО);044525059;;;00;;;;3531;;30.06.2018;;30101810345250000059;;;;
;;20;4;45;115114;1;МОСКВА;ул Кожевническая, 14;044525000;"КБ ""РЕНЕССАНС КРЕДИТ"" (ООО)";"КБ ""РЕНЕССАНС КРЕДИТ"" (ООО)";044525135;;;00;;;;3354;;30.06.2018;;30101810845250000135;;;;
;;20;4;45;117648;1;МОСКВА;мкр Северное Чертаново, 1 А-1;044525000;КИВИ БАНК (АО);КИВИ БАНК (АО);044525416;;;00;;;;2241;;30.06.2018;;30101810645250000416;;;;
;;30;4;45;123100;1;МОСКВА;пр-д Красногвардейский 1-й, д.;044525000;"РФ АО ""РОССЕЛЬХОЗБАНК"" - ""ЦРМБ""";"РФ АО ""РОССЕЛЬХОЗБАНК"" - ""ЦРМБ";044525430;;;00;;;;3349/63;;30.06.2018;;30101810045250000430;;;;
;;20;4;45;115035;1;МОСКВА;ул Садовническая, 71, стр 11;044525000;"АО ""СМП БАНК""";"АО ""СМП БАНК""";044525503;;;00;;;;3368;;30.06.2018;;30101810545250000503;;;;
